champion,lane_opponent,role,n_games,n_wins,winrate,lane_minions_first_10_minutes,max_cs_advantage_on_lane_opponent,max_level_lead_lane_opponent,turret_plates_taken,solo_kills,deaths,overall_n_games,overall_n_wins,overall_avg_lane_minions_first_10_minutes,overall_avg_max_cs_advantage_on_lane_opponent,overall_avg_max_level_lead_lane_opponent,overall_avg_turret_plates_taken,overall_avg_solo_kills,overall_avg_deaths,overall_winrate,normalized_lane_minions_first_10_minutes,normalized_max_cs_advantage_on_lane_opponent,normalized_max_level_lead_lane_opponent,normalized_turret_plates_taken,normalized_solo_kills,normalized_deaths
Aatrox,Irelia,TOP,158,96,0.6075949367088608,66.15822784810126,16.151898734177216,1.8227848101265822,2.088607594936709,2.7278481012658227,5.841772151898734,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.49982296184827824,0.17073888725345895,0.49712313003452246,0.44755877034358044,0.3558062740781508,0.38507661558960693
Aatrox,Ivern,TOP,6,3,0.5,74.5,61.166666666666664,2.3333333333333335,3.8333333333333335,2.0,3.1666666666666665,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.6748251748251747,0.6465821000704721,0.6363636363636365,0.8214285714285714,0.2608695652173913,0.6666666666666667
Aatrox,Janna,TOP,5,1,0.2,72.0,74.2,2.6,4.4,2.2,5.2,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.6223776223776224,0.7843551797040169,0.7090909090909092,0.9428571428571428,0.28695652173913044,0.4526315789473684
Aatrox,JarvanIV,TOP,17,11,0.6470588235294118,75.58823529411765,48.0,2.1176470588235294,3.3529411764705883,3.0588235294117645,4.235294117647059,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.6976552858905801,0.507399577167019,0.5775401069518717,0.7184873949579832,0.3989769820971867,0.5541795665634675
Aatrox,Jax,TOP,163,94,0.5766871165644172,66.12883435582822,33.8159509202454,1.852760736196319,2.2576687116564416,2.3803680981595092,5.392638036809816,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.49920631515723535,0.3574624833006913,0.5052983825989962,0.4837861524978089,0.3104827954121099,0.4323538908621246
Aatrox,Jayce,TOP,137,78,0.5693430656934306,67.02189781021897,19.48175182481752,1.8832116788321167,2.124087591240876,2.6861313868613137,5.131386861313868,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5179419121024958,0.20593817996635855,0.5136031851360319,0.4551616266944734,0.3503649635036496,0.45985401459854025
Aatrox,Jhin,TOP,6,3,0.5,65.5,38.0,1.8333333333333333,1.6666666666666667,2.5,4.333333333333333,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.48601398601398593,0.40169133192389006,0.5,0.35714285714285715,0.32608695652173914,0.5438596491228072
Aatrox,Jinx,TOP,4,2,0.5,64.75,22.25,1.25,1.25,1.75,5.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4702797202797203,0.23520084566596194,0.34090909090909094,0.26785714285714285,0.22826086956521738,0.4736842105263158
Aatrox,KSante,TOP,144,90,0.625,72.01388888888889,34.96527777777778,1.8611111111111112,1.9444444444444444,1.7916666666666667,4.763888888888889,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.6226689976689975,0.36961181583274605,0.5075757575757577,0.41666666666666663,0.23369565217391305,0.4985380116959064
Aatrox,Kaisa,TOP,13,10,0.7692307692307693,70.38461538461539,32.07692307692308,1.8461538461538463,2.3846153846153846,2.5384615384615383,4.384615384615385,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5884884346422808,0.3390795251260368,0.5034965034965035,0.510989010989011,0.33110367892976583,0.5384615384615384
Aatrox,Karma,TOP,18,12,0.6666666666666666,67.16666666666667,37.72222222222222,1.8888888888888888,2.3333333333333335,2.5,5.111111111111111,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5209790209790209,0.3987549917782476,0.5151515151515152,0.5,0.32608695652173914,0.4619883040935673
Aatrox,Karthus,TOP,7,3,0.42857142857142855,62.714285714285715,38.285714285714285,2.4285714285714284,2.7142857142857144,4.714285714285714,6.142857142857143,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4275724275724274,0.40471156750226517,0.6623376623376623,0.5816326530612245,0.6149068322981367,0.3533834586466166
Aatrox,Katarina,TOP,3,2,0.6666666666666666,63.666666666666664,28.333333333333332,1.6666666666666667,1.6666666666666667,2.6666666666666665,5.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4475524475524474,0.29950669485553205,0.45454545454545464,0.35714285714285715,0.34782608695652173,0.4736842105263158
Aatrox,Kayle,TOP,59,38,0.6440677966101694,71.64406779661017,34.220338983050844,1.9830508474576272,2.1864406779661016,2.5762711864406778,5.322033898305085,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.614910513215598,0.3617371985523345,0.5408320493066257,0.46852300242130746,0.33603537214443624,0.43978590544157004
Aatrox,Kayn,TOP,8,6,0.75,78.875,44.5,2.375,2.875,3.875,4.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.7666083916083916,0.4704016913319239,0.6477272727272728,0.6160714285714285,0.5054347826086957,0.5789473684210527
Aatrox,Kennen,TOP,119,64,0.5378151260504201,68.02521008403362,28.445378151260503,1.6890756302521008,1.8823529411764706,2.2605042016806722,5.184873949579832,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5389904213433626,0.30069110096469875,0.4606569900687548,0.4033613445378151,0.2948483741322616,0.45422379478107033
Aatrox,Khazix,TOP,5,3,0.6,66.2,30.4,1.8,2.4,3.0,5.2,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5006993006993007,0.321353065539112,0.49090909090909096,0.5142857142857142,0.3913043478260869,0.4526315789473684
Aatrox,Kindred,TOP,1,1,1.0,46.0,46.0,2.0,1.0,5.0,7.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.07692307692307687,0.48625792811839325,0.5454545454545455,0.21428571428571427,0.6521739130434783,0.26315789473684215
Aatrox,Kled,TOP,101,60,0.594059405940594,64.13861386138613,29.237623762376238,2.0396039603960396,2.4653465346534653,2.5445544554455446,4.99009900990099,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4574534376514573,0.30906579029996023,0.5562556255625564,0.5282885431400283,0.33189840723202757,0.4747264200104221
Aatrox,KogMaw,TOP,6,4,0.6666666666666666,60.166666666666664,9.166666666666666,1.6666666666666667,1.6666666666666667,3.5,6.5,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.37412587412587406,0.09689922480620154,0.45454545454545464,0.35714285714285715,0.45652173913043476,0.3157894736842106
Aatrox,Leblanc,TOP,6,4,0.6666666666666666,67.0,37.0,1.6666666666666667,1.5,1.3333333333333333,5.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5174825174825174,0.39112050739957716,0.45454545454545464,0.3214285714285714,0.17391304347826086,0.4736842105263158
Aatrox,LeeSin,TOP,8,5,0.625,70.5,40.375,1.625,1.875,2.25,5.25,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5909090909090909,0.42679704016913317,0.44318181818181823,0.40178571428571425,0.2934782608695652,0.44736842105263164
Aatrox,Leona,TOP,9,1,0.1111111111111111,63.77777777777778,28.0,1.4444444444444444,2.111111111111111,2.2222222222222223,6.222222222222222,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.44988344988344975,0.2959830866807611,0.393939393939394,0.4523809523809524,0.2898550724637681,0.3450292397660819
Aatrox,Lillia,TOP,3,3,1.0,63.333333333333336,13.0,2.0,1.6666666666666667,2.3333333333333335,5.0,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4405594405594405,0.13742071881606766,0.5454545454545455,0.35714285714285715,0.30434782608695654,0.4736842105263158
Aatrox,Lissandra,TOP,3,1,0.3333333333333333,63.333333333333336,6.0,0.6666666666666666,2.0,1.0,6.333333333333333,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.4405594405594405,0.06342494714587738,0.18181818181818182,0.42857142857142855,0.13043478260869565,0.33333333333333337
Aatrox,Lucian,TOP,6,3,0.5,68.66666666666667,24.5,1.8333333333333333,2.3333333333333335,1.8333333333333333,4.666666666666667,6781,4046,67.8190532369857,30.779531042619084,1.8942633829818611,2.2097035835422503,2.3635157056481346,5.043651378852677,0.5966671582362484,0.5524475524475524,0.25898520084566595,0.5,0.5,0.23913043478260868,0.5087719298245614
